row_id,OBJECTID,AADT,AADT_YEAR,CARTO_CLASS,FLOW_DIRECTION,FROM_LEFT_ADDRESS,FROM_RIGHT_ADDRESS,FROM_STREET,LANES,OWNERSHIP,ROADSEGMENTID,SOURCE,SOURCE_DATE,SPEED_LIMIT,STREET,SUBCATEGORY,TO_LEFT_ADDRESS,TO_RIGHT_ADDRESS,TO_STREET,Shape__Length
2344,57753,540,2022,COLLECTOR,TWOWAY,315,286,SHADYRIDGE PL,2,KIT,4851,REG PLAN 1689,2003-04-22T00:00:00.000000,40,WESTFOREST TRAIL,MINOR,323,314,BEECHCROFT PL,151.752173525269
2345,57755,700,2009,LOCAL STREET,TWOWAY,27,26,BANBURY ST,2,KIT,15160,REG PLAN 1617,2003-04-22T00:00:00.000000,40,WESTCHESTER DR,LOCAL,31,30,DENLOW ST,56.4177533357476
2346,57757,325,2003,LOCAL STREET,TWOWAY,326,321,KENNETH AVE,2,KIT,10055,REG PLAN 943,2003-05-30T00:00:00.000000,40,PROSPECT AVE,LOCAL,340,339,WILFRED AVE,105.066949664886
2347,57759,1561,2022,LOCAL STREET,TWOWAY,5,4,WESTMEADOW DR,2,KIT,25196,REG PLAN 1811,2003-04-22T00:00:00.000000,40,BRAMBLEWOOD ST,MINOR,11,10,VICTORIA ST S,132.05264422441
2348,57761,100,2003,LOCAL STREET,TWOWAY,2,3,END,2,KIT,10591,REG PLAN 750,2003-04-22T00:00:00.000000,40,OAKWOOD AVE,LOCAL,12,9,RIDGEWOOD AVE,47.5363939947674
2349,57762,1000,2003,LOCAL STREET,TWOWAY,6,7,MARGARET AVE,2,KIT,11189,REG PLAN 736,2003-04-22T00:00:00.000000,40,FAIRFIELD AVE,LOCAL,28,21,WOODWARD AVE,82.2711791254097
2350,57763,800,2023,LOCAL STREET,TWOWAY,60,61,CRESTWOOD AVE,2,KIT,11229,REG PLAN 736,2003-04-22T00:00:00.000000,40,FAIRFIELD AVE,LOCAL,76,79,FLOYD ST,94.1005065688069
2351,57766,3020,2003,COLLECTOR,TWOWAY,79,74,SHANLEY ST,2,KIT,8908,REG PLAN 133,2003-04-22T00:00:00.000000,40,MOORE AVE,MINOR,79,84,BRIAR AVE,93.7307407425089
2352,57770,400,2003,LOCAL STREET,TWOWAY,3,2,WESTMEADOW DR,2,KIT,21053,REG PLAN 1791,2003-04-22T00:00:00.000000,40,DAWN RIDGE DR,LOCAL,49,56,DAWN RIDGE CRT,252.834584170602
2353,57771,511,1997,LOCAL STREET,TWOWAY,25,26,KINGSWAY DR,2,KIT,10003,REG PLAN 254,2002-08-13T00:00:00.000000,40,SIXTH AVE,LOCAL,133,122,CONNAUGHT ST,413.710866427844
2354,57772,400,2003,LOCAL STREET,TWOWAY,2,7,HIGHBARRY CRES,2,KIT,600399,58M-240,2003-04-22T00:00:00.000000,40,UDVARI CRES,LOCAL,26,23,HIGHGATE RD,90.5698410145338
2355,57774,950,2003,LOCAL STREET,TWOWAY,12,21,DOON RD,2,KIT,13292,REG PLAN 649,2003-04-22T00:00:00.000000,40,PLYMOUTH RD,LOCAL,42,39,CORNELL AVE,132.044934190753
2356,57775,250,2009,LOCAL STREET,TWOWAY,226,201,WILLIAM LEWIS ST,2,KIT,601162,30T-00201,2004-08-31T00:00:00.000000,40,DAVID ELSEY ST,LOCAL,238,269,WILLIAM LEWIS ST,246.388634261211
2357,57776,150,2005,LOCAL STREET,TWOWAY,7,6,FALLOWFIELD DR,2,KIT,601237,58M-328,2004-09-13T00:00:00.000000,40,ANASTASIA DR,LOCAL,15,14,END,88.5665607925147
2358,57784,4962,2023,COLLECTOR,TWOWAY,55,16,KINGSWAY DR,2,KIT,10996,REG PLAN 254,2002-08-13T00:00:00.000000,40,FRANKLIN ST S,MINOR,91,132,CONNAUGHT ST,413.962206720514
2359,57785,3039,2020,COLLECTOR,TWOWAY,161,156,CONNAUGHT ST,2,KIT,9988,REG PLAN 254,2002-08-13T00:00:00.000000,40,FRANKLIN ST S,MINOR,219,218,GREENFIELD AVE,270.3710146977
2360,57787,1414,2007,COLLECTOR,TWOWAY,106,97,GEORGIAN ST,2,KIT,23172,REG PLAN 1515,2003-04-22T00:00:00.000000,40,KEEWATIN AVE,MINOR,120,119,LACKNER BLVD,136.746170439785
2361,57788,400,2003,LOCAL STREET,TWOWAY,123,140,MARLBOROUGH AVE,2,KIT,8658,REG PLAN 781,2003-04-22T00:00:00.000000,40,ROXBOROUGH AVE,LOCAL,149,148,HIGHLAND RD W,121.594502345661
2362,57789,1067,2023,LOCAL STREET,TWOWAY,11,10,WESTMOUNT RD W,2,KIT,21017,MCP 1004,2003-04-22T00:00:00.000000,40,OVERLEA DR,LOCAL,87,98,CECILE DR,320.491772885426
2363,57790,2221,2023,LOCAL STREET,TWOWAY,169,150,HILLBROOK CRES,2,KIT,20734,REG PLAN 1334,2003-04-22T00:00:00.000000,40,ELM RIDGE DR,LOCAL,199,200,QUEENS BLVD,242.343250892452
2364,57791,415,2022,LOCAL STREET,TWOWAY,129,132,SYLVIA ST,2,KIT,12947,REG PLAN 675,2003-06-25T00:00:00.000000,40,SCHWEITZER ST,LOCAL,141,144,DANIEL AVE,166.15636350312
2365,57792,607,2008,LOCAL STREET,TWOWAY,111,118,NELSON AVE,2,KIT,12946,REG PLAN 675,2003-06-25T00:00:00.000000,40,SCHWEITZER ST,LOCAL,127,122,SYLVIA ST,128.909807424059
2366,57793,450,2003,LOCAL STREET,TWOWAY,64,71,WENDY CRT,2,KIT,22532,REG PLAN 1661,2003-12-18T00:00:00.000000,40,WENDY CRES,LOCAL,82,77,OLDFIELD DR,101.602257273745
2367,57796,2343,2020,COLLECTOR,TWOWAY,101,72,BRITTON PL,2,KIT,600918,58M-327,2004-09-13T00:00:00.000000,40,FALLOWFIELD DR,MINOR,121,130,JOSHUA ST,195.189280684371
2368,57798,13700,2015,ARTERIAL,TWOWAY,775,780,HIGHLAND CRES,6,REG,6104,REG PLAN 1445,2003-04-22T00:00:00.000000,60,HIGHLAND RD W,MAJOR,775,780,FISCHER HALLMAN RD,183.805016287455
2369,57801,2153,2022,LOCAL STREET,TWOWAY,50,45,HOLBORN CRT,2,KIT,11501,REG PLAN 1216,2003-12-18T00:00:00.000000,40,HOLBORN DR,LOCAL,80,65,OLD CHICOPEE DR,236.722480562148
2370,57802,300,2004,LOCAL STREET,TWOWAY,121,134,RED CLOVER CRES,2,KIT,600753,58M-300,2003-12-09T00:00:00.000000,40,SNOWDROP CRES,LOCAL,171,160,RED CLOVER CRES,100.894907123888
2371,57805,231,2012,LOCAL STREET,TWOWAY,47,68,BANFFSHIRE ST,2,KIT,600163,58M-346,2005-03-24T00:00:00.000000,40,NEWCASTLE DR,LOCAL,119,104,TUDOR ST,208.233468955532
2372,57806,1598,2022,LOCAL STREET,TWOWAY,21,16,FOXGLOVE CRES,2,KIT,600123,58M-224,2003-04-22T00:00:00.000000,40,PROSPERITY DR,LOCAL,37,34,MAHOGANY ST,101.755813532755
2373,57807,350,2003,LOCAL STREET,TWOWAY,99,96,EVERGLADE CRES,2,KIT,600118,58M-224,2003-04-22T00:00:00.000000,40,FOXGLOVE CRES,LOCAL,113,114,PROSPERITY DR,83.9493182661234
2374,57809,400,2003,LOCAL STREET,TWOWAY,4,5,HIGHVIEW DR,2,KIT,5338,REG PLAN 1580,2003-04-22T00:00:00.000000,40,OLD MAPLE LANE,LOCAL,32,43,BENT WILLOW DR,166.035661523418
2375,57810,100,2003,LOCAL STREET,TWOWAY,463,458,END,2,KIT,7005,REG PLAN 674,2003-02-10T00:00:00.000000,40,LEANDER PL,LOCAL,465,464,HAMEL AVE,55.9055994654826
2376,57811,300,2003,LOCAL STREET,TWOWAY,6,11,HIGHVIEW DR,2,KIT,20851,REG PLAN 1452,2003-04-22T00:00:00.000000,40,HICKORY HOLLOW CRES,LOCAL,126,127,WILLOW GREEN CRT,431.112140326604
2377,57814,1000,2003,LOCAL STREET,TWOWAY,166,199,CONNAUGHT PL,2,KIT,10035,REG PLAN 1723,2002-08-13T00:00:00.000000,40,CONNAUGHT ST,LOCAL,190,207,THIRD AVE,100.120562086586
2378,57816,500,2003,LOCAL STREET,TWOWAY,391,392,UNION ST,2,KIT,10443,REG PLAN 660,2003-09-09T00:00:00.000000,40,EDWIN ST,LOCAL,407,396,DOWNEY ST,96.6660286579655
2379,57820,400,2003,LOCAL STREET,TWOWAY,89,86,RUSSET PL,2,KIT,6223,REG PLAN 946,2003-04-22T00:00:00.000000,40,CYPRUS DR,LOCAL,127,134,RIPPLEWOOD CRES,171.177261660716
2380,57821,300,2003,LOCAL STREET,TWOWAY,3,6,CUL DE SAC,2,KIT,20909,REG PLAN 1182,2003-04-22T00:00:00.000000,40,SILVERSPRING CRES,LOCAL,47,48,WARREN RD,172.342867562707
2381,57824,150,2003,LOCAL STREET,TWOWAY,7,2,ERINBROOK DR,2,KIT,9708,REG PLAN 1648,2002-08-13T00:00:00.000000,40,PIPERS GREEN CRT,LOCAL,47,46,CUL DE SAC,148.834186449845
2382,57825,150,2003,LOCAL STREET,TWOWAY,901,900,SORRENTO ST,2,KIT,600546,30T-01201,2003-06-10T00:00:00.000000,40,SORRENTO CRT,LOCAL,917,916,CUL DE SAC,13.516170707806
2383,57832,91,2022,LOCAL STREET,TWOWAY,12,11,BRENTWOOD AVE,2,KIT,10135,REG PLAN 651,2003-04-22T00:00:00.000000,40,CLIVE RD,LOCAL,46,35,FAIRMOUNT RD,179.10795217429
2384,57834,2613,2023,COLLECTOR,TWOWAY,539,532,PERIN PL,3,KIT,22012,REG PLAN 1404,2004-02-09T00:00:00.000000,30,PIONEER DR,MINOR,549,540,NATHANIEL CRES,134.480364940624
2385,57835,5484,2014,COLLECTOR,TWOWAY,10,35,HIGHLAND RD W,2,KIT,20807,REG PLAN 1384,2003-04-22T00:00:00.000000,40,WESTHEIGHTS DR,MINOR,60,63,BLACKWELL DR,208.541315006194
2386,57837,442,2021,LOCAL STREET,TWOWAY,380,379,DEANS GATE CRT,2,KIT,12102,REG PLAN 1826,2003-04-22T00:00:00.000000,40,OTTERBEIN RD,LOCAL,430,455,BRANDY CRES,254.961589880727
2387,57844,1700,2003,LOCAL STREET,TWOWAY,232,235,MELVERN CRT,2,KIT,22580,REG PLAN 1359,2003-04-22T00:00:00.000000,40,HOLBORN DR,LOCAL,236,239,SHAFTSBURY DR,80.1164395764472
2388,57845,450,2003,LOCAL STREET,TWOWAY,6,7,HICKSON DR,2,KIT,23148,REG PLAN 1055,2003-12-18T00:00:00.000000,40,INLET AVE,LOCAL,10,11,OWEN AVE,86.4949771022279
2389,57846,8028,2022,COLLECTOR,TWOWAY,316,301,KENNETH AVE,2,KIT,13238,REG PLAN 914,2003-12-18T00:00:00.000000,40,FRANKLIN ST N,MINOR,316,317,ROSS AVE,93.6163668642592
2390,57847,1501,2024,LOCAL STREET,TWOWAY,228,229,FRANKLIN ST N,2,KIT,13237,REG PLAN 1069,2003-12-18T00:00:00.000000,40,KENNETH AVE,LOCAL,252,257,RENNIE DR,173.585680373168
2391,57848,450,2003,LOCAL STREET,TWOWAY,50,47,ROSEWOOD DR,2,KIT,23158,REG PLAN 1188,2003-12-18T00:00:00.000000,40,EASTWOOD DR,LOCAL,50,55,PENROSE AVE,97.8505579624018
2392,57850,800,2003,LOCAL STREET,TWOWAY,120,111,WEBER ST E,2,KIT,10144,REG PLAN 657,2003-04-22T00:00:00.000000,40,SHELDON AVE N,LOCAL,128,129,MCKENZIE AVE,99.3357303637768
2393,57851,700,2003,LOCAL STREET,TWOWAY,84,97,JACKSON AVE,2,KIT,13264,REG PLAN 651,2003-04-22T00:00:00.000000,40,FAIRMOUNT RD,LOCAL,124,123,MONTGOMERY RD,150.547711548814
2394,57852,700,2003,LOCAL STREET,TWOWAY,58,49,CLIVE RD,2,KIT,10145,REG PLAN 651,2003-04-22T00:00:00.000000,40,FAIRMOUNT RD,LOCAL,76,75,JACKSON AVE,127.338893730481
2395,57853,2200,2009,LOCAL STREET,TWOWAY,3,12,MCGARRY DR,2,KIT,5627,REG PLAN 1353,2003-04-22T00:00:00.000000,40,ROYAL ORCHARD DR,LOCAL,15,16,WINDY WOOD CRT,82.3998904922057
2396,57854,4537,2022,COLLECTOR,TWOWAY,45,58,MOOREGATE CRES,2,KIT,8727,REG PLAN 1257,2003-04-22T00:00:00.000000,40,HAZELGLEN DR,MINOR,75,74,MOOREGATE CRES,171.742553787918
2397,57855,1317,2012,COLLECTOR,TWOWAY,173,170,LENNOX CRES,2,KIT,6096,REG PLAN 1532,2003-04-22T00:00:00.000000,40,STOKE DR,MINOR,201,202,MEDFORD ST,148.776638865543
2398,57857,31767,2015,ARTERIAL,TWOWAY,932,933,RIVER RD E,5,REG,15732,REG PLAN 705,2003-04-22T00:00:00.000000,60,VICTORIA ST N,MAJOR,952,971,TURNER AVE,211.272314994544
2399,57858,150,2003,LOCAL STREET,TWOWAY,38,43,INLET AVE,2,KIT,11564,REG PLAN 1085,2003-12-18T00:00:00.000000,40,OWEN AVE,LOCAL,114,119,HALLIWELL DR,377.384165883228
2400,57861,11994,2015,ARTERIAL,TWOWAY,320,321,PALMER AVE,2,REG,11661,REG PLAN 239,2003-04-22T00:00:00.000000,50,COURTLAND AVE E,MAJOR,346,325,KENT AVE,177.064718415261
2401,57865,702,2023,LOCAL STREET,TWOWAY,98,105,BRUBACHER ST,2,KIT,6828,REG PLAN 414,2003-04-22T00:00:00.000000,40,SAMUEL ST,LOCAL,112,105,KRUG ST,83.9140096654027
2402,57867,10280,2015,ARTERIAL,TWOWAY,166,155,IRVIN ST,4,REG,6788,REG PLAN 32,2003-04-22T00:00:00.000000,50,FREDERICK ST,MAJOR,172,171,OTTO ST,74.1242425667965
2403,57868,11842,2015,ARTERIAL,TWOWAY,200,181,OTTO ST,4,REG,6750,REG PLAN 392,2003-04-22T00:00:00.000000,50,FREDERICK ST,MAJOR,200,197,LANCASTER ST E,141.813314629316
2404,57869,1009,2023,LOCAL STREET,TWOWAY,180,157,LYDIA ST,2,KIT,11482,REG PLAN 355,2003-04-22T00:00:00.000000,40,STIRLING AVE N,LOCAL,210,163,EAST AVE,191.298997960224
2405,57871,297,1996,LOCAL STREET,TWOWAY,126,143,SAMUEL ST,2,KIT,9807,REG PLAN 284,2003-04-22T00:00:00.000000,40,PANDORA AVE N,LOCAL,136,151,SIMEON ST,100.942750992249
2406,57875,450,2003,LOCAL STREET,TWOWAY,18,11,KRUG ST,2,KIT,6876,REG PLAN 414,2003-04-22T00:00:00.000000,40,TROY ST,LOCAL,48,49,CAMERON ST N,226.443679296235
2407,57876,272,2002,LOCAL STREET,TWOWAY,220,227,PANDORA AVE N,2,KIT,9798,REG PLAN 284,2003-04-22T00:00:00.000000,40,LYDIA ST,LOCAL,260,251,STIRLING AVE N,144.855701883442
2408,57878,1443,2021,COLLECTOR,TWOWAY,10,9,KING ST E,2,KIT,10179,REG PLAN 77,2003-04-22T00:00:00.000000,40,STIRLING AVE N,MINOR,62,71,WEBER ST E,279.655730020977
2409,57884,374,2015,LOCAL STREET,TWOWAY,125,126,ROLAND ST,2,KIT,8695,REG PLAN 58,2003-04-22T00:00:00.000000,40,DAVID ST,LOCAL,143,134,SCHNEIDER AVE,98.1905553675262
2410,57885,1405,2019,LOCAL STREET,TWOWAY,39,32,COMMONWEALTH CRES,2,KIT,601281,58M-416,2004-11-09T00:00:00.000000,40,COMMONWEALTH ST,LOCAL,115,118,COMMONWEALTH CRES,250.678893025997
2411,57893,400,2003,LOCAL STREET,TWOWAY,97,100,ROXBOROUGH AVE,2,KIT,40080,REG PLAN 826,2003-04-22T00:00:00.000000,40,MARLBOROUGH AVE,LOCAL,133,150,ADMIRAL RD,188.670307480614
2412,57894,100,2003,LOCAL STREET,TWOWAY,49,50,SCHWEITZER ST,2,KIT,13048,REG PLAN 675,2003-06-25T00:00:00.000000,40,DANIEL AVE,LOCAL,71,70,END,201.748149208376
2413,57897,2000,2003,LOCAL STREET,TWOWAY,12,21,RIVER RD E,2,KIT,23277,REG PLAN 1278,2003-12-18T00:00:00.000000,40,HOLBORN DR,LOCAL,12,21,HOLBORN CRT,139.16835888272
2414,57899,450,2003,LOCAL STREET,TWOWAY,10,7,OLD CHICOPEE DR,2,KIT,23017,REG PLAN 1576,2003-12-18T00:00:00.000000,40,HUNTINGDALE DR,LOCAL,22,19,HUNTINGDALE PL,122.826228457827
2415,57903,450,2003,LOCAL STREET,TWOWAY,160,171,FOREST GLEN CRT,2,KIT,6123,REG PLAN 1265,2003-04-22T00:00:00.000000,40,FOREST GLEN CRES,LOCAL,172,171,FORESTWOOD DR,86.6862072977257
2416,57904,500,2005,LOCAL STREET,TWOWAY,311,330,LANGTON DR,2,KIT,600976,58M-553,2013-12-05T00:00:00.000000,40,JOSEPH SCHOERG CRES,LOCAL,353,356,END,207.052070068574
2417,57905,700,2009,LOCAL STREET,TWOWAY,8,7,BECHTEL DR,2,KIT,22675,REG PLAN 1455,2004-02-09T00:00:00.000000,40,WHEATFIELD CRES,LOCAL,174,179,BECHTEL DR,679.949599986971
2418,57910,35578,2015,ARTERIAL,TWOWAY,808,801,BRUCE ST,6,REG,12662,GIS STAFF,2003-06-10T00:00:00.000000,60,VICTORIA ST N,MAJOR,930,907,RIVER RD E,452.496750789737
2419,57914,1960,2021,LOCAL STREET,TWOWAY,205,206,TREMAINE DR,2,KIT,601163,30T-00201,2004-08-31T00:00:00.000000,40,TREMAINE CRES,LOCAL,305,310,TREMAINE DR,389.466118646019
2420,57915,309,1999,LOCAL STREET,TWOWAY,7,18,WESTFOREST TRAIL,2,KIT,5557,REG PLAN 1688,2003-04-22T00:00:00.000000,40,GREENGABLE WAY,LOCAL,55,82,GREENGABLE CRT,400.221770555732
2421,57916,450,2003,LOCAL STREET,TWOWAY,11,12,HIGHVIEW DR,2,KIT,21041,REG PLAN 1551,2003-04-22T00:00:00.000000,40,OLD PARK LANE,LOCAL,139,136,HIGHVIEW DR,512.863485535739
2422,57917,500,2017,LOCAL STREET,TWOWAY,134,133,CARLIN AVE,2,KIT,603851,REG PLAN 923,2003-04-22T00:00:00.000000,40,CORNELL AVE,LOCAL,154,147,DOON RD,103.304558544951
2423,57919,225,2022,LOCAL STREET,TWOWAY,54,57,CORFIELD PL,2,KIT,22461,REG PLAN 1647,2003-12-18T00:00:00.000000,40,CORFIELD DR,LOCAL,78,65,APPLE TREE DR,124.100502869817
2424,57920,527,2022,LOCAL STREET,TWOWAY,7,6,FAIRWAY RD N,2,KIT,601273,30T-97014-MOD-MAR-5-2004,2004-03-05T00:00:00.000000,40,UPPER MERCER ST,LOCAL,93,92,LOWER MERCER ST,323.865965945208
2425,57928,6800,2014,COLLECTOR,TWOWAY,668,663,ROLLING MEADOWS DR,2,KIT,4837,REG PLAN 1448,2003-04-22T00:00:00.000000,40,WESTHEIGHTS DR,MINOR,682,683,CONNELLY DR,85.812756818339
2426,57930,450,2003,LOCAL STREET,TWOWAY,14,11,SHELDON AVE N,2,KIT,10141,REG PLAN 657,2003-04-22T00:00:00.000000,40,EDMUND RD,LOCAL,56,77,WEBER ST E,286.40461558575
2427,57931,350,2003,LOCAL STREET,TWOWAY,30,23,LORILEE CRES,2,KIT,25427,REG PLAN 1592,2003-04-22T00:00:00.000000,40,LORILEE CRES,LOCAL,162,163,LORILEE CRES,518.955105759565
2428,57933,100,2003,LOCAL STREET,TWOWAY,14,17,SCHOFIELD DR,2,KIT,13017,REG PLAN 675,2003-06-25T00:00:00.000000,40,LARK ST,LOCAL,22,23,WOOLWICH TOWNSHIP BOUNDARY,90.1379278516758
2429,57934,3593,2015,COLLECTOR,TWOWAY,112,103,QUEENS BLVD,2,KIT,5426,REG PLAN 1306,2003-04-22T00:00:00.000000,40,WESTHEIGHTS DR,MINOR,128,123,TRAILVIEW DR,107.30822187181
2430,57938,150,2004,LOCAL STREET,TWOWAY,501,508,AMELIA ST,2,KIT,600303,58M-331,2004-10-07T00:00:00.000000,40,AMELIA CRT,LOCAL,533,528,CUL DE SAC,67.0114390675577
2431,57939,100,2005,LOCAL STREET,TWOWAY,901,906,EDGEWATER CRES,2,KIT,601169,30T-00201,2004-08-31T00:00:00.000000,40,FUNG PL,LOCAL,929,926,CUL DE SAC,78.0707473620754
2432,57942,1545,2023,COLLECTOR,TWOWAY,78,85,TEMPLETON DR,2,KIT,523025,REG PLAN 1608,2003-12-18T00:00:00.000000,40,EDENBRIDGE DR,MINOR,110,97,CHARLESTON PL,162.065587809212
2433,57944,600,2023,LOCAL STREET,TWOWAY,375,368,AUDREY ST,2,KIT,601719,58M-497,2010-07-06T00:00:00.000000,40,GRAVEL RIDGE TRAIL,LOCAL,387,392,MELINDA ST,81.4030030460283
2434,57946,17238,2015,ARTERIAL,TWOWAY,533,520,MILL ST,3,REG,5739,REG PLAN 89,2003-04-22T00:00:00.000000,50,QUEEN ST S,MAJOR,675,662,HOMEWOOD AVE,251.711539778454
2435,57952,458,2008,LOCAL STREET,TWOWAY,173,190,BRIDLEWREATH ST,2,KIT,40314,58M-258,2003-07-29T00:00:00.000000,40,MOUNTAIN LAUREL CRES,LOCAL,445,430,BERRY MOSS ST,653.406913842711
2436,57953,557,2020,LOCAL STREET,TWOWAY,106,111,PROSPECT AVE,2,KIT,13242,REG PLAN 914,2003-05-30T00:00:00.000000,40,ROSS AVE,LOCAL,140,145,SHANTZ LANE,155.602870462214
2437,57955,1236,2021,LOCAL STREET,TWOWAY,760,739,DOON RD,2,KIT,13286,REG PLAN 649,2003-04-22T00:00:00.000000,40,ROCKWAY DR,LOCAL,824,829,DIXON ST,339.428179207164
2438,57959,450,2003,LOCAL STREET,TWOWAY,3,2,PROSPERITY DR,2,KIT,600111,58M-283,2003-07-30T00:00:00.000000,40,INDIGO ST,LOCAL,95,58,PROSPERITY DR,240.426983057372
2439,57961,6016,2015,ARTERIAL,TWOWAY,1825,1768,WINDFLOWER DR,2,REG,21733,58M-55,2003-07-29T00:00:00.000000,50,OTTAWA ST S,MAJOR,1825,1768,PROSPERITY DR,395.857941595001
2440,57965,475,2019,COLLECTOR,TWOWAY,175,180,BEECHMANOR CRES,2,KIT,20431,REG PLAN 1780,2003-04-22T00:00:00.000000,40,RESURRECTION DR,MINOR,287,278,COUNTRYSTONE DR,275.195360248376
2441,57971,450,2003,LOCAL STREET,TWOWAY,82,63,SUNRISE DR,2,KIT,10368,REG PLAN 939,2003-04-22T00:00:00.000000,40,MATTHEW ST,LOCAL,88,93,MARKETA CRES,138.326472878166
2442,57973,360,2023,LOCAL STREET,TWOWAY,74,77,CHARLOTTE CRES,2,KIT,11588,REG PLAN 1055,2003-12-18T00:00:00.000000,40,CROSBY DR,LOCAL,74,77,LINTON PL,43.4266487314761
2443,57977,100,2003,LOCAL STREET,TWOWAY,44,51,SHUH AVE,2,KIT,13220,REG PLAN 1069,2003-05-30T00:00:00.000000,40,IDLEWOOD DR,LOCAL,52,51,END,45.6146270628738
2444,57981,400,2009,LOCAL STREET,TWOWAY,297,292,KNOX CRT,2,KIT,600226,58M-316,2004-05-06T00:00:00.000000,40,PINE VALLEY DR,LOCAL,301,292,RIDGEMERE CRT,72.4334969243588
2445,57982,100,2008,LOCAL STREET,TWOWAY,3,2,SIMS ESTATE DR,2,KIT,602227,OPERATIONS - MAINTAINED LANEWAYS (ORIGINAL - LEGAL MEMO WR306859 WR306864),2007-07-11T00:00:00.000000,40,SIMS ESTATE PL,LOCAL,3,10,END,114.032181225876
2446,57983,800,2009,LOCAL STREET,TWOWAY,168,171,UPPER CANADA PL,2,KIT,21925,REG PLAN 1309,2003-04-22T00:00:00.000000,40,UPPER CANADA DR,LOCAL,176,179,LOWER CANADA CRES,113.313601813443
2447,57985,496,2023,LOCAL STREET,TWOWAY,30,25,STONYBROOK DR,2,KIT,6250,REG PLAN 883,2003-04-22T00:00:00.000000,40,VILLAGE RD,LOCAL,132,185,WESTMOUNT RD E,494.739866878348
2448,57987,350,2009,LOCAL STREET,TWOWAY,20,15,THALER AVE,2,KIT,12113,REG PLAN 1115,2003-04-22T00:00:00.000000,40,WINDOM RD,LOCAL,48,55,CUL DE SAC,143.864729285261
2449,58002,400,2003,LOCAL STREET,TWOWAY,346,351,WILFRED AVE,2,KIT,10043,REG PLAN 307,2003-05-30T00:00:00.000000,40,PROSPECT AVE,LOCAL,360,361,EMERALD AVE,89.1268798585389
2450,58003,185,2023,LOCAL STREET,TWOWAY,91,98,ERIE AVE,2,KIT,13309,REG PLAN 923,2002-08-13T00:00:00.000000,40,MASSEY AVE,LOCAL,97,108,BONIFACE AVE,81.8023294803301
2451,58004,3935,2015,COLLECTOR,TWOWAY,55,58,ELM RIDGE DR,2,KIT,6200,REG PLAN 1243,2003-04-22T00:00:00.000000,40,MCGARRY DR,MINOR,63,66,FORESTWOOD DR,80.1112633731906
2452,58005,184,2023,LOCAL STREET,TWOWAY,43,44,BROOKSIDE CRES,2,KIT,5618,REG PLAN 1334,2003-04-22T00:00:00.000000,40,RAMBLEWOOD WAY,LOCAL,115,110,BROOKSIDE CRES,319.279561811187
2453,58006,4950,2003,COLLECTOR,TWOWAY,299,300,ADAM FERRIE PL,3,KIT,9592,58R-5010,2002-08-13T00:00:00.000000,50,TRILLIUM DR,MINOR,299,360,SHOEMAKER ST,299.793738358656
2454,58007,1573,2007,LOCAL STREET,TWOWAY,180,177,WESTMOUNT RD E,2,KIT,6237,REG PLAN 883,2003-04-22T00:00:00.000000,40,STONYBROOK DR,LOCAL,180,195,SWEETBRIAR DR,92.3131889387209
2455,58008,1500,2003,LOCAL STREET,TWOWAY,7,10,LAURENTIAN DR,2,KIT,9133,REG PLAN 1369,2002-08-13T00:00:00.000000,40,RADCLIFFE DR,LOCAL,47,38,BRIARGATE DR,173.579736916918
2456,58009,800,2003,COLLECTOR,TWOWAY,278,291,SANDWELL CRT,2,KIT,600488,58M-190,2001-07-11T00:00:00.000000,40,BRIARMEADOW DR,MINOR,328,325,BRIARFIELD ST,180.645802970392
2457,58015,1893,2021,LOCAL STREET,TWOWAY,131,136,FIFTH AVE,3,KIT,22964,REG PLAN 812,2002-08-13T00:00:00.000000,30,WILSON AVE,LOCAL,177,190,FRANKLIN ST S,225.393509924857
2458,58020,1000,2003,LOCAL STREET,TWOWAY,72,71,RIVERLINK WAY,2,KIT,540398,58M-181,2003-12-18T00:00:00.000000,40,KESTREL ST,LOCAL,102,107,EAGLECREST ST,205.894520803471
2459,58022,450,2003,LOCAL STREET,TWOWAY,20,21,END,2,KIT,9926,REG PLAN 253,2003-12-18T00:00:00.000000,40,DONALD ST,LOCAL,76,69,ADA ST,199.823010708224
2460,58024,400,2003,LOCAL STREET,TWOWAY,43,44,HENHOEFFER CRT,2,KIT,600459,58M-308,2004-02-18T00:00:00.000000,40,HENHOEFFER CRES,LOCAL,51,88,REISTVIEW ST,117.937350861365
2461,58025,400,2003,LOCAL STREET,TWOWAY,3,2,ROBERT FERRIE DR,2,KIT,600220,58M-299,2003-12-12T00:00:00.000000,40,BRIDLERIDGE ST,LOCAL,43,54,STEEPLERIDGE ST,167.690536199188
2462,58026,50,2003,LOCAL STREET,TWOWAY,7,2,PROSPERITY DR,2,KIT,600108,58M-229,2002-06-06T00:00:00.000000,40,MARIPOSA CRT,LOCAL,23,26,CUL DE SAC,66.4491106315545
2463,58027,100,2003,LOCAL STREET,TWOWAY,3,2,PROSPERITY DR,2,KIT,600110,58M-284,2003-07-30T00:00:00.000000,40,ERIKA CRT,LOCAL,55,54,CUL DE SAC,154.984913657101
2464,58029,100,2003,LOCAL STREET,TWOWAY,50,83,THORNCLIFFE ST,2,KIT,5403,REG PLAN 1464,2003-04-22T00:00:00.000000,40,HOMESTEAD PL,LOCAL,128,123,CUL DE SAC,139.525590490157
